,cik,date,name,url
2662,1014956,2001-09-06,BANK OF AMERICA MORTGAGE SECURITIES INC,https://www.sec.gov/Archives/edgar/data/1014956/0001071787-01-500334.txt
2663,1037478,2001-09-18,FONDA GROUP INC,https://www.sec.gov/Archives/edgar/data/1037478/0001037478-01-500005.txt
2664,1098578,2001-09-07,RADIOTOWER COM INC,https://www.sec.gov/Archives/edgar/data/1098578/0001013596-01-500063.txt
2665,852807,2001-07-17,AZTAR CORP,https://www.sec.gov/Archives/edgar/data/852807/0000950150-01-500442.txt
2666,912116,2001-09-10,STORAGE USA INC,https://www.sec.gov/Archives/edgar/data/912116/0000950144-01-506714.txt
2667,1000179,2001-07-20,5B TECHNOLOGIES CORP,https://www.sec.gov/Archives/edgar/data/1000179/0000950136-01-500896.txt
2668,18926,2001-07-27,CENTURYTEL INC,https://www.sec.gov/Archives/edgar/data/18926/0000018926-01-500015.txt
2669,880114,2001-08-09,BELDEN & BLAKE CORP /OH/,https://www.sec.gov/Archives/edgar/data/880114/0000950152-01-503653.txt
2670,9892,2001-08-07,BARD C R INC /NJ/,https://www.sec.gov/Archives/edgar/data/9892/0000950123-01-505130.txt
2671,914373,2001-08-07,JAMESON INNS INC,https://www.sec.gov/Archives/edgar/data/914373/0000931763-01-501269.txt
2672,815755,2001-07-11,CHADMOORE WIRELESS GROUP INC,https://www.sec.gov/Archives/edgar/data/815755/0001025894-01-500140.txt
2673,1068912,2001-07-31,FIRST PLACE FINANCIAL CORP /DE/,https://www.sec.gov/Archives/edgar/data/1068912/0001021408-01-504234.txt
2674,729976,2001-08-29,VERSACOM INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/729976/0001010412-01-500153.txt
2675,1089449,2001-09-17,AIRCRAFT FINANCE TRUST,https://www.sec.gov/Archives/edgar/data/1089449/0000948524-01-500044.txt
2676,1088815,2001-08-30,MILINX BUSINESS GROUP INC,https://www.sec.gov/Archives/edgar/data/1088815/0001096906-01-500271.txt
2677,1071119,2001-08-07,EVERCEL INC,https://www.sec.gov/Archives/edgar/data/1071119/0001042645-01-500076.txt
2678,829281,2001-08-01,LEHMAN ABS CORP,https://www.sec.gov/Archives/edgar/data/829281/0000905148-01-500970.txt
2679,14846,2001-08-01,BRT REALTY TRUST,https://www.sec.gov/Archives/edgar/data/14846/0000014846-01-500010.txt
2680,711065,2001-09-18,APPLIED MICRO CIRCUITS CORP,https://www.sec.gov/Archives/edgar/data/711065/0001021408-01-506927.txt
2681,899647,2001-07-12,RIVIERA HOLDINGS CORP,https://www.sec.gov/Archives/edgar/data/899647/0000899647-01-500007.txt
2682,19149,2001-08-13,CHAMPION INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/19149/0000950133-01-502215.txt
2683,1072978,2001-07-27,NEON SYSTEMS INC,https://www.sec.gov/Archives/edgar/data/1072978/0000899243-01-501034.txt
2684,81023,2001-09-13,PUBLIC SERVICE CO OF NEW MEXICO,https://www.sec.gov/Archives/edgar/data/81023/0000081023-01-500076.txt
2685,318300,2001-08-13,PEOPLES BANCORP INC,https://www.sec.gov/Archives/edgar/data/318300/0000318300-01-500046.txt
2686,1119690,2001-09-10,VALESC INC,https://www.sec.gov/Archives/edgar/data/1119690/0000909012-01-500358.txt
2687,829281,2001-08-21,LEHMAN ABS CORP,https://www.sec.gov/Archives/edgar/data/829281/0000909518-01-500257.txt
2688,1059882,2001-07-20,BANC ONE AUTO GRANTOR TRUST 1997-B,https://www.sec.gov/Archives/edgar/data/1059882/0000912057-01-524572.txt
2689,1011663,2001-09-21,WELLS FARGO ASSET SECURITIES CORP,https://www.sec.gov/Archives/edgar/data/1011663/0000914121-01-500571.txt
2690,1101215,2001-09-20,ALLIANCE DATA SYSTEMS CORP,https://www.sec.gov/Archives/edgar/data/1101215/0001104659-01-502180.txt
2691,914175,2001-09-05,STEVENS POINT BEVERAGE CO,https://www.sec.gov/Archives/edgar/data/914175/0000016918-01-500017.txt
2692,1089567,2001-07-17,EDISON SCHOOLS INC,https://www.sec.gov/Archives/edgar/data/1089567/0000950133-01-501890.txt
2693,1065986,2001-08-28,FIRST SIERRA RECEIVABLES III INC,https://www.sec.gov/Archives/edgar/data/1065986/0000950129-01-502799.txt
2694,1076607,2001-07-30,APO HEALTH INC /NV/,https://www.sec.gov/Archives/edgar/data/1076607/0001111865-01-500113.txt
2695,1134386,2001-09-28,HRSI FUNDING INC II,https://www.sec.gov/Archives/edgar/data/1134386/0001134386-01-500002.txt
2696,1019159,2001-09-04,INTERFOODS OF AMERICA INC,https://www.sec.gov/Archives/edgar/data/1019159/0001021408-01-506242.txt
2697,1096494,2001-08-03,PARTS COM INC,https://www.sec.gov/Archives/edgar/data/1096494/0000950144-01-505109.txt
2698,764794,2001-08-09,WESTERN INTERNATIONAL PIZZA CORP,https://www.sec.gov/Archives/edgar/data/764794/0001024020-01-500032.txt
2699,929351,2001-08-10,LIONS GATE ENTERTAINMENT CORP /CN/,https://www.sec.gov/Archives/edgar/data/929351/0001130319-01-500173.txt
2700,106640,2001-11-30,WHIRLPOOL CORP /DE/,https://www.sec.gov/Archives/edgar/data/106640/0000950131-01-504362.txt
2701,912767,2001-11-19,UNIVERSAL FOREST PRODUCTS INC,https://www.sec.gov/Archives/edgar/data/912767/0000926044-01-500141.txt
2702,855684,2001-12-11,LAHAINA ACQUISITIONS INC,https://www.sec.gov/Archives/edgar/data/855684/0000855684-01-500033.txt
2703,1072888,2001-11-14,INTREPID CAPITAL CORP,https://www.sec.gov/Archives/edgar/data/1072888/0000950144-01-509188.txt
2704,75594,2001-12-11,PACIFICORP /OR/,https://www.sec.gov/Archives/edgar/data/75594/0000075594-01-500036.txt
2705,828119,2001-12-19,THERMA WAVE INC,https://www.sec.gov/Archives/edgar/data/828119/0001012870-01-503224.txt
2706,1065191,2001-11-06,PPI CAPITAL GROUP INC,https://www.sec.gov/Archives/edgar/data/1065191/0001019056-01-500509.txt
2707,842640,2001-10-10,FEDERAL TRUST CORP,https://www.sec.gov/Archives/edgar/data/842640/0000919607-01-500135.txt
2708,1108058,2001-12-14,MICROTUNE INC,https://www.sec.gov/Archives/edgar/data/1108058/0000930661-01-502647.txt
2709,1071280,2001-11-20,EVENFLO CO INC,https://www.sec.gov/Archives/edgar/data/1071280/0000912057-01-540489.txt
2710,1007298,2001-12-03,NUMATICS INC,https://www.sec.gov/Archives/edgar/data/1007298/0001045969-01-501507.txt
2711,1159553,2001-12-07,AAMES CAPITAL CORP  MORT PASS THR CERTS SER 2001 3,https://www.sec.gov/Archives/edgar/data/1159553/0001020242-01-500187.txt
2712,43300,2001-12-20,GREAT ATLANTIC & PACIFIC TEA CO INC,https://www.sec.gov/Archives/edgar/data/43300/0001125282-01-503028.txt
2713,826918,2001-11-29,MUTUAL RISK MANAGEMENT LTD,https://www.sec.gov/Archives/edgar/data/826918/0001021408-01-510867.txt
2714,1137644,2001-10-29,HELLER EQUIPMENT ASSET RECEIVABLES TRUST 1999-2,https://www.sec.gov/Archives/edgar/data/1137644/0001021408-01-508927.txt
2715,1139224,2001-10-09,WELLS FARGO ASSET SEC CORP MORT PASS THR CERT SER 2001-11,https://www.sec.gov/Archives/edgar/data/1139224/0001056404-01-500608.txt
2716,1063267,2001-10-19,FRANKLIN RECEIVABLES LLC,https://www.sec.gov/Archives/edgar/data/1063267/0001063267-01-500018.txt
2717,45621,2001-12-21,AMEXDRUG CORP,https://www.sec.gov/Archives/edgar/data/45621/0001096906-01-500579.txt
2718,898904,2001-10-05,AMTRAN INC,https://www.sec.gov/Archives/edgar/data/898904/0000950157-01-500622.txt
2719,1141251,2001-11-27,ABN AMRO MORTGAGE CORP SERIES 2001-2,https://www.sec.gov/Archives/edgar/data/1141251/0001136999-01-500362.txt
2720,1134386,2001-12-26,HRSI FUNDING INC II,https://www.sec.gov/Archives/edgar/data/1134386/0001134386-01-500009.txt
2721,1099294,2001-10-24,ENTERPRISES SOLUTIONS INC,https://www.sec.gov/Archives/edgar/data/1099294/0001125282-01-502268.txt
2722,915803,2001-12-04,QUIZNOS CORP,https://www.sec.gov/Archives/edgar/data/915803/0000949303-01-500149.txt
2723,1139552,2001-10-19,WFN CREDIT CO LLC,https://www.sec.gov/Archives/edgar/data/1139552/0001104659-01-502321.txt
2724,1143886,2001-12-13,CREDIT & ASSET REPACKAGING VEHICLE CORP,https://www.sec.gov/Archives/edgar/data/1143886/0001056404-01-500890.txt
2725,811671,2001-11-27,STERLING FINANCIAL CORP /PA/,https://www.sec.gov/Archives/edgar/data/811671/0000893220-01-500938.txt
2726,1067342,2001-11-09,REWARD ENTERPRISES INC,https://www.sec.gov/Archives/edgar/data/1067342/0001062993-01-500332.txt
2727,5133,2001-11-21,AMERICAN GREETINGS CORP,https://www.sec.gov/Archives/edgar/data/5133/0000950152-01-506027.txt
2728,55698,2001-11-20,FIRST YEARS INC,https://www.sec.gov/Archives/edgar/data/55698/0000950135-01-503655.txt
2729,21239,2001-10-03,COASTAL CARIBBEAN OILS & MINERALS LTD,https://www.sec.gov/Archives/edgar/data/21239/0000021239-01-500012.txt
2730,1139549,2001-10-26,STRUCTURED ASSET SECURITIES CORP MORT PAS THR CERT SER 01 7A,https://www.sec.gov/Archives/edgar/data/1139549/0001051170-01-500181.txt
2731,1102773,2001-10-30,BANK OF AMERICA 1999-4,https://www.sec.gov/Archives/edgar/data/1102773/0001071787-01-500419.txt
2732,929647,2001-10-31,PRICE LEGACY CORP,https://www.sec.gov/Archives/edgar/data/929647/0000912057-01-537179.txt
2733,1040736,2001-12-27,MMI PRODUCTS INC,https://www.sec.gov/Archives/edgar/data/1040736/0001040736-01-500021.txt
2734,1158658,2001-10-30,FIRST HORIZON MORTGAGE PASS THROUGH TRUST 2001-6,https://www.sec.gov/Archives/edgar/data/1158658/0001071787-01-500537.txt
2735,1158019,2001-11-14,SCIENT INC,https://www.sec.gov/Archives/edgar/data/1158019/0000950103-01-501539.txt
2736,1144116,2001-10-30,CWMBS INC CHL MORTGAGE PASS THROUGH TRUST 2001-14,https://www.sec.gov/Archives/edgar/data/1144116/0001071787-01-500509.txt
2737,350846,2001-10-23,SUPREME INDUSTRIES INC,https://www.sec.gov/Archives/edgar/data/350846/0000350846-01-500020.txt
2738,1076607,2001-10-25,APO HEALTH INC /NV/,https://www.sec.gov/Archives/edgar/data/1076607/0001111865-01-500175.txt
2739,40704,2001-11-05,GENERAL MILLS INC,https://www.sec.gov/Archives/edgar/data/40704/0000898822-01-500757.txt
2740,1043382,2001-12-21,SOLUTIA INC,https://www.sec.gov/Archives/edgar/data/1043382/0001068800-01-500325.txt
2741,810932,2001-11-16,IDIAL NETWORKS INC,https://www.sec.gov/Archives/edgar/data/810932/0001013762-01-500112.txt
2742,741114,2001-10-15,INTEGRATED SECURITY SYSTEMS INC,https://www.sec.gov/Archives/edgar/data/741114/0000950134-01-507272.txt
2743,906328,2001-11-21,HOUSEHOLD FINANCE CORP HOUSEHOLD AFF CRE CAR MAS TR I,https://www.sec.gov/Archives/edgar/data/906328/0000906328-01-500031.txt
2744,946486,2001-12-19,DISCOVERY LABORATORIES INC /DE/,https://www.sec.gov/Archives/edgar/data/946486/0001005477-01-502312.txt
2745,880407,2001-11-26,FGIC SECURITIES PURCHASE INC,https://www.sec.gov/Archives/edgar/data/880407/0000950005-01-500675.txt
2746,1075706,2001-10-29,CITIZENS HOLDING CO /MS/,https://www.sec.gov/Archives/edgar/data/1075706/0000899243-01-501601.txt
2747,19617,2001-12-21,J P MORGAN CHASE & CO,https://www.sec.gov/Archives/edgar/data/19617/0000019617-01-500145.txt
2748,1119795,2001-11-29,CHEVY CHASE AUTO RECEIVABLES TRUST 2000-1,https://www.sec.gov/Archives/edgar/data/1119795/0001161710-01-500018.txt
2749,1086195,2001-10-02,ART TECHNOLOGY GROUP INC,https://www.sec.gov/Archives/edgar/data/1086195/0000912057-01-534231.txt
2750,1088208,2001-11-28,NORTHPORT INVESTMENTS INC,https://www.sec.gov/Archives/edgar/data/1088208/0000897069-01-500605.txt
2751,933524,2001-10-18,GENERAL MAGIC INC,https://www.sec.gov/Archives/edgar/data/933524/0001095811-01-505688.txt
2752,795824,2001-10-05,NUTEK INC,https://www.sec.gov/Archives/edgar/data/795824/0001136804-01-500023.txt
2753,736260,2001-11-06,HANCOCK JOHN FINANCIAL SERVICES INC,https://www.sec.gov/Archives/edgar/data/736260/0001010521-01-500252.txt
2754,858339,2001-10-10,HARRAHS ENTERTAINMENT INC,https://www.sec.gov/Archives/edgar/data/858339/0000912057-01-534988.txt
2755,703970,2001-10-05,SOUTHSIDE BANCSHARES CORP,https://www.sec.gov/Archives/edgar/data/703970/0001068800-01-500273.txt
2756,744455,2001-11-01,GREAT WEST LIFE & ANNUITY INSURANCE CO,https://www.sec.gov/Archives/edgar/data/744455/0000744455-01-500011.txt
2757,1104161,2001-10-12,MULTINET INTERNATIONAL CORP INC,https://www.sec.gov/Archives/edgar/data/1104161/0001104161-01-500017.txt
2758,915803,2001-12-21,QUIZNOS CORP,https://www.sec.gov/Archives/edgar/data/915803/0000949303-01-500180.txt
2759,783739,2001-11-05,SOUTH ALABAMA BANCORPORATION INC,https://www.sec.gov/Archives/edgar/data/783739/0000783739-01-500030.txt
2760,871696,2001-10-29,INFORMATION MANAGEMENT ASSOCIATES INC,https://www.sec.gov/Archives/edgar/data/871696/0001116679-01-500951.txt
2761,804152,2001-12-18,E PRIME AEROSPACE CORP,https://www.sec.gov/Archives/edgar/data/804152/0000804152-01-500004.txt
2762,1099391,2001-10-18,RESIDENTIAL ASSET MORTGAGE PRODUCTS INC,https://www.sec.gov/Archives/edgar/data/1099391/0001099391-01-500145.txt
2763,815097,2001-10-23,CARNIVAL CORP,https://www.sec.gov/Archives/edgar/data/815097/0000912057-01-536293.txt
2764,874501,2001-12-04,AMBAC FINANCIAL GROUP INC,https://www.sec.gov/Archives/edgar/data/874501/0000950130-01-505834.txt
2765,1030839,2001-10-09,BIONUTRICS INC,https://www.sec.gov/Archives/edgar/data/1030839/0000950153-01-501114.txt
2766,1144429,2001-11-21,MSDW STRUCTURED SATURNS SERIES 2001-5,https://www.sec.gov/Archives/edgar/data/1144429/0001136999-01-500327.txt
2767,801351,2001-11-16,WARNACO GROUP INC /DE/,https://www.sec.gov/Archives/edgar/data/801351/0000950172-01-501154.txt
2768,829281,2001-11-15,LEHMAN ABS CORP,https://www.sec.gov/Archives/edgar/data/829281/0000905148-01-501523.txt
2769,45012,2001-11-07,HALLIBURTON CO,https://www.sec.gov/Archives/edgar/data/45012/0000045012-01-500038.txt
2770,909950,2001-12-20,ALLIED HOLDINGS INC,https://www.sec.gov/Archives/edgar/data/909950/0000950144-01-510156.txt
2771,939729,2001-12-10,WESTERN POWER & EQUIPMENT CORP,https://www.sec.gov/Archives/edgar/data/939729/0000912057-01-542645.txt
2772,314643,2001-11-28,WASHINGTON MUTUAL MORTGAGE SECURITIES CORP,https://www.sec.gov/Archives/edgar/data/314643/0000950117-01-501722.txt
2773,1129492,2001-11-26,EUROPE 2001 HOLDRS TRUST,https://www.sec.gov/Archives/edgar/data/1129492/0000947871-01-501088.txt
2774,945734,2001-10-01,INDEPENDENCE COMMUNITY BANK CORP,https://www.sec.gov/Archives/edgar/data/945734/0001065407-01-500349.txt
2775,1007119,2001-12-21,HOUSEHOLD CONSUMER LOAN TRUST 1996-1,https://www.sec.gov/Archives/edgar/data/1007119/0001007119-01-500034.txt
2776,1158449,2001-12-18,ADVANCE AUTO PARTS INC,https://www.sec.gov/Archives/edgar/data/1158449/0001021408-01-511498.txt
2777,1145514,2001-12-04,BANK OF AMERICA MORT SEC INC MORT PASS THR CERT SER 2001-8,https://www.sec.gov/Archives/edgar/data/1145514/0001071787-01-500562.txt
2778,1109357,2001-10-29,EXELON CORP,https://www.sec.gov/Archives/edgar/data/1109357/0000950159-01-500311.txt
2779,911421,2001-12-17,PARTNERRE LTD,https://www.sec.gov/Archives/edgar/data/911421/0000950130-01-506084.txt
2780,33533,2001-11-09,ESPEY MANUFACTURING & ELECTRONICS CORP,https://www.sec.gov/Archives/edgar/data/33533/0000914317-01-500436.txt
2781,100517,2001-11-20,UAL CORP /DE/,https://www.sec.gov/Archives/edgar/data/100517/0000100517-01-500098.txt
2782,1019731,2001-11-14,ASCENT PEDIATRICS INC,https://www.sec.gov/Archives/edgar/data/1019731/0001019731-01-500017.txt
2783,865754,2001-10-29,SAUER DANFOSS INC,https://www.sec.gov/Archives/edgar/data/865754/0001104659-01-502375.txt
2784,914475,2001-11-27,NEUROCRINE BIOSCIENCES INC,https://www.sec.gov/Archives/edgar/data/914475/0000914475-01-500037.txt
2785,1139304,2001-10-10,WAMU MORTGAGE PASS THROUGH CERT SERIES 2001-5,https://www.sec.gov/Archives/edgar/data/1139304/0001141504-01-500018.txt
2786,840715,2001-11-23,GENTNER COMMUNICATIONS CORP,https://www.sec.gov/Archives/edgar/data/840715/0000840715-01-500022.txt
2787,915393,2001-10-25,AMB FINANCIAL CORP,https://www.sec.gov/Archives/edgar/data/915393/0001072613-01-500999.txt
2788,769207,2001-10-12,FIDELITY BANCORP INC,https://www.sec.gov/Archives/edgar/data/769207/0000946275-01-500253.txt
2789,1047499,2001-11-28,VENTRO CORP,https://www.sec.gov/Archives/edgar/data/1047499/0000891618-01-502391.txt
2790,1048464,2001-10-16,CHEVY CHASE AUTO RECEIVABLES TRUST 1997-3,https://www.sec.gov/Archives/edgar/data/1048464/0001137004-01-500070.txt
2791,928597,2001-12-17,CIRCUIT CITY CREDIT CARD MASTER TRUST,https://www.sec.gov/Archives/edgar/data/928597/0000928597-01-500015.txt
2792,1081971,2001-12-17,NATIONAL WINE & SPIRITS INC,https://www.sec.gov/Archives/edgar/data/1081971/0000927946-01-500115.txt
2793,1011738,2001-10-03,OPEN PLAN SYSTEMS INC,https://www.sec.gov/Archives/edgar/data/1011738/0001002105-01-500075.txt
2794,899923,2001-12-07,MYRIAD GENETICS INC,https://www.sec.gov/Archives/edgar/data/899923/0000930661-01-502571.txt
2795,1090710,2001-10-29,EMACHINES INC /DE/,https://www.sec.gov/Archives/edgar/data/1090710/0000898430-01-503162.txt
2796,1037646,2001-11-28,METTLER TOLEDO INTERNATIONAL INC/,https://www.sec.gov/Archives/edgar/data/1037646/0000895345-01-500665.txt
2797,1024047,2001-11-27,LARSCOM INC,https://www.sec.gov/Archives/edgar/data/1024047/0001012870-01-502945.txt
2798,350698,2001-11-19,AUTONATION INC /FL,https://www.sec.gov/Archives/edgar/data/350698/0001116502-01-501457.txt
2799,225868,2001-10-01,ROBOTIC VISION SYSTEMS INC,https://www.sec.gov/Archives/edgar/data/225868/0000950135-01-502983.txt
2800,1158389,2002-03-15,LEASE INVESTMENT FLIGHT TRUST,https://www.sec.gov/Archives/edgar/data/1158389/0000948524-02-000007.txt
2801,1029199,2002-01-04,EURONET WORLDWIDE INC,https://www.sec.gov/Archives/edgar/data/1029199/0000928385-02-000019.txt
2802,95301,2002-01-24,SEQUA CORP /DE/,https://www.sec.gov/Archives/edgar/data/95301/0000095301-02-000002.txt
2803,1038083,2002-03-18,TICKETS COM INC,https://www.sec.gov/Archives/edgar/data/1038083/0000892569-02-000514.txt
2804,1034397,2002-01-04,VERSATA INC,https://www.sec.gov/Archives/edgar/data/1034397/0000950005-02-000007.txt
2805,744455,2002-01-31,GREAT WEST LIFE & ANNUITY INSURANCE CO,https://www.sec.gov/Archives/edgar/data/744455/0000744455-02-000001.txt
2806,106498,2002-01-29,WESTVACO CORP,https://www.sec.gov/Archives/edgar/data/106498/0000898822-02-000111.txt
2807,1137107,2002-01-22,BEAR STEARNS MORT SEC INC COMM MORT PASS THR CER SE 2000-WF1,https://www.sec.gov/Archives/edgar/data/1137107/0001056404-02-000121.txt
2808,812703,2002-03-01,DMC STRATEX NETWORKS INC,https://www.sec.gov/Archives/edgar/data/812703/0000912057-02-008257.txt
2809,874015,2002-01-04,ISIS PHARMACEUTICALS INC,https://www.sec.gov/Archives/edgar/data/874015/0000912057-02-000293.txt
2810,896982,2002-01-16,ARCADIA RECEIVABLES FINANCE CORP,https://www.sec.gov/Archives/edgar/data/896982/0000950134-02-000328.txt
2811,1161962,2002-01-25,COMMERCIAL MORTGAGE PASS THR CERT SER 2001-PB1,https://www.sec.gov/Archives/edgar/data/1161962/0001136999-02-000043.txt
2812,1074772,2002-01-22,LIFEPOINT HOSPITALS INC,https://www.sec.gov/Archives/edgar/data/1074772/0000950144-02-000556.txt
2813,22912,2002-03-25,COMPUDYNE CORP,https://www.sec.gov/Archives/edgar/data/22912/0000915656-02-000006.txt
2814,1010476,2002-01-25,POTTERS FINANCIAL CORP,https://www.sec.gov/Archives/edgar/data/1010476/0000950152-02-000480.txt
2815,1065152,2002-01-31,AREMISSOFT CORP /DE/,https://www.sec.gov/Archives/edgar/data/1065152/0000912057-02-003618.txt
2816,856386,2002-01-18,GEHL CO,https://www.sec.gov/Archives/edgar/data/856386/0000897069-02-000036.txt
2817,1070750,2002-02-08,HOST MARRIOTT CORP/,https://www.sec.gov/Archives/edgar/data/1070750/0000928385-02-000321.txt
2818,1083384,2002-02-15,STREAMEDIA COMMUNICATIONS INC,https://www.sec.gov/Archives/edgar/data/1083384/0001083384-02-000004.txt
2819,1135540,2002-01-23,CREDIT SUISSE FIR BOS MOR SEC CORP MO BK PA TH CE SE 01-WM2,https://www.sec.gov/Archives/edgar/data/1135540/0001019965-02-000014.txt
2820,1038914,2002-01-14,GLOBALSANTAFE CORP,https://www.sec.gov/Archives/edgar/data/1038914/0000899243-02-000042.txt
2821,1122787,2002-02-12,ROXIO INC,https://www.sec.gov/Archives/edgar/data/1122787/0001012870-02-000517.txt
2822,886530,2002-01-08,DATATRAK INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/886530/0000950152-02-000098.txt
2823,915912,2002-01-07,AVALONBAY COMMUNITIES INC,https://www.sec.gov/Archives/edgar/data/915912/0000912057-02-000438.txt
2824,719547,2002-02-15,CLAYTON HOMES INC,https://www.sec.gov/Archives/edgar/data/719547/0000905148-02-000411.txt
2825,930735,2002-02-15,CROWN PACIFIC PARTNERS L P,https://www.sec.gov/Archives/edgar/data/930735/0000912057-02-006580.txt
2826,1074771,2002-02-05,TRIAD HOSPITALS INC,https://www.sec.gov/Archives/edgar/data/1074771/0000950130-02-000591.txt
2827,65770,2002-03-26,MICROVISION INC,https://www.sec.gov/Archives/edgar/data/65770/0000912057-02-011610.txt
2828,837335,2002-02-15,JAPAN FINANCE CORP FOR MUNICIPAL ENTERPRISES,https://www.sec.gov/Archives/edgar/data/837335/9999999997-02-011084.txt
2829,356830,2002-03-06,GENOME THERAPEUTICS CORP,https://www.sec.gov/Archives/edgar/data/356830/0000927016-02-001328.txt
2830,1162959,2002-03-05,CWMBS INC ALTERNATIVE LOAN TRUST 2001-12,https://www.sec.gov/Archives/edgar/data/1162959/0001071787-02-000221.txt
2831,1087701,2002-01-24,NATIONSLINK FUNDING CORP COMM MORT PASS THR CER SER 1999 SL,https://www.sec.gov/Archives/edgar/data/1087701/0001136999-02-000011.txt
2832,934851,2002-03-01,SYSTEMONE TECHNOLOGIES INC,https://www.sec.gov/Archives/edgar/data/934851/0000950144-02-001983.txt
2833,109657,2002-01-22,OXIS INTERNATIONAL INC,https://www.sec.gov/Archives/edgar/data/109657/0001021408-02-000686.txt
2834,798736,2002-03-15,MANATRON INC,https://www.sec.gov/Archives/edgar/data/798736/0000905729-02-000044.txt
2835,1158051,2002-01-25,AIRGAS INTERMOUNTAIN INC,https://www.sec.gov/Archives/edgar/data/1158051/0000804212-02-000004.txt
2836,1002225,2002-03-01,ADVENT SOFTWARE INC /DE/,https://www.sec.gov/Archives/edgar/data/1002225/0000912057-02-008237.txt
2837,37848,2002-02-28,WASATCH PHARMACEUTICAL INC,https://www.sec.gov/Archives/edgar/data/37848/0001038838-02-000143.txt
2838,811036,2002-03-14,CROWN PARTNERS INC,https://www.sec.gov/Archives/edgar/data/811036/0001005477-02-001234.txt
2839,1126294,2002-03-15,RELIANT RESOURCES INC,https://www.sec.gov/Archives/edgar/data/1126294/0000950129-02-001294.txt
2840,72444,2002-03-05,NABI  BIOPHARMACEUTICALS,https://www.sec.gov/Archives/edgar/data/72444/0000950144-02-002020.txt
2841,1047499,2002-02-08,NEXPRISE INC,https://www.sec.gov/Archives/edgar/data/1047499/0000891618-02-000506.txt
2842,1129612,2002-01-03,MELLON AUTO GRANTOR TRUST 2000-2,https://www.sec.gov/Archives/edgar/data/1129612/0001051170-02-000024.txt
2843,74615,2002-03-04,ONTARIO PROVINCE OF,https://www.sec.gov/Archives/edgar/data/74615/9999999997-02-011733.txt
2844,911441,2002-02-11,GLAS-AIRE INDUSTRIES GROUP LTD,https://www.sec.gov/Archives/edgar/data/911441/0001050502-02-000098.txt
2845,867961,2002-02-26,NAVISTAR FINANCIAL SECURITIES CORP,https://www.sec.gov/Archives/edgar/data/867961/0000867961-02-000017.txt
2846,16058,2002-02-07,CACI INTERNATIONAL INC /DE/,https://www.sec.gov/Archives/edgar/data/16058/0000016058-02-000005.txt
2847,869087,2002-03-29,MAVERICK TUBE CORPORATION,https://www.sec.gov/Archives/edgar/data/869087/0000950134-02-003008.txt
2848,92230,2002-01-11,BB&T CORP,https://www.sec.gov/Archives/edgar/data/92230/0000092230-02-000007.txt
2849,812703,2002-03-01,DMC STRATEX NETWORKS INC,https://www.sec.gov/Archives/edgar/data/812703/0000912057-02-008264.txt
2850,1020616,2002-03-14,LASON INC,https://www.sec.gov/Archives/edgar/data/1020616/0000950124-02-000827.txt
2851,1051717,2002-03-19,AMERUS GROUP CO/IA,https://www.sec.gov/Archives/edgar/data/1051717/0000950137-02-001389.txt
2852,25305,2002-02-19,COX COMMUNICATIONS INC /DE/,https://www.sec.gov/Archives/edgar/data/25305/0000950144-02-001670.txt
2853,1045609,2002-01-23,AMB PROPERTY CORP,https://www.sec.gov/Archives/edgar/data/1045609/0000950149-02-000094.txt
2854,1162989,2002-02-04,COUNTRYWIDE HOME LOANS MORT PAS THR TR  2001 28,https://www.sec.gov/Archives/edgar/data/1162989/0001071787-02-000145.txt
2855,799233,2002-01-17,HEARTLAND EXPRESS INC,https://www.sec.gov/Archives/edgar/data/799233/0000799233-02-000004.txt
2856,830379,2002-01-10,CHASE MORTGAGE FINANCE CORP,https://www.sec.gov/Archives/edgar/data/830379/0001125282-02-000062.txt
2857,723646,2002-03-08,FRANKLIN FINANCIAL SERVICES CORP /PA/,https://www.sec.gov/Archives/edgar/data/723646/0000903594-02-000018.txt
2858,745274,2002-01-25,CADMUS COMMUNICATIONS CORP/NEW,https://www.sec.gov/Archives/edgar/data/745274/0000916641-02-000118.txt
2859,946840,2002-03-20,VIROPHARMA INC,https://www.sec.gov/Archives/edgar/data/946840/0000930661-02-000782.txt
2860,889348,2002-03-01,CPI AEROSTRUCTURES INC,https://www.sec.gov/Archives/edgar/data/889348/0001094891-02-000087.txt
2861,888953,2002-01-15,ONLINE RESOURCES & COMMUNICATIONS CORP,https://www.sec.gov/Archives/edgar/data/888953/0000950133-02-000134.txt
2862,1127384,2002-01-28,MMCA AUTO OWNER TRUST 2000-2,https://www.sec.gov/Archives/edgar/data/1127384/0001127384-02-000001.txt
2863,1088242,2002-01-08,ELASTIC NETWORKS INC,https://www.sec.gov/Archives/edgar/data/1088242/0000950144-02-000145.txt
2864,927801,2002-03-07,HWCC TUNICA INC,https://www.sec.gov/Archives/edgar/data/927801/0000909518-02-000179.txt
2865,1159560,2002-01-10,WELLS FARGO MORTGAGE BACKED SECURITIES 2001 23 TRUST,https://www.sec.gov/Archives/edgar/data/1159560/0001056404-02-000087.txt
2866,1125813,2002-02-15,BUCS FINANCIAL CORP,https://www.sec.gov/Archives/edgar/data/1125813/0000946275-02-000098.txt
